mirna_name,P-value,FDR,Bonferroni,A,B,observed_ratio,C,D,expected_ratio,foldchange_enrichment
hsa-miR-187-5p,1.0,1.0,1.0,0,1,0.0,92,26380,0.0034874905231235785,0.0
hsa-miR-188-3p,1.0,1.0,1.0,0,1,0.0,6,26380,0.0002274450341167551,0.0
hsa-miR-188-5p,1.0,1.0,1.0,0,1,0.0,730,26380,0.027672479150871874,0.0
hsa-miR-18a-3p,1.0,1.0,1.0,0,1,0.0,970,26380,0.03677028051554208,0.0
hsa-miR-18a-5p,1.0,1.0,1.0,0,1,0.0,9556,26380,0.3622441243366187,0.0
hsa-miR-18b-3p,1.0,1.0,1.0,0,1,0.0,28,26380,0.0010614101592115238,0.0
hsa-miR-18b-5p,1.0,1.0,1.0,0,1,0.0,7587,26380,0.28760424564063686,0.0
hsa-miR-1908-5p,1.0,1.0,1.0,0,1,0.0,34,26380,0.001288855193328279,0.0
hsa-miR-1909-3p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-1909-5p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-190a-3p,1.0,1.0,1.0,0,1,0.0,14,26380,0.0005307050796057619,0.0
hsa-miR-190a-5p,1.0,1.0,1.0,0,1,0.0,455,26380,0.017247915087187263,0.0
hsa-miR-190b-3p,1.0,1.0,1.0,0,1,0.0,3,26380,0.00011372251705837755,0.0
hsa-miR-190b-5p,1.0,1.0,1.0,0,1,0.0,277,26380,0.01050037907505686,0.0
hsa-miR-191-3p,1.0,1.0,1.0,0,1,0.0,372,26380,0.014101592115238818,0.0
hsa-miR-191-5p,1.0,1.0,1.0,0,1,0.0,7498,26380,0.28423047763457165,0.0
hsa-miR-1910-3p,1.0,1.0,1.0,0,1,0.0,2,26380,7.581501137225171e-05,0.0
hsa-miR-1910-5p,1.0,1.0,1.0,0,1,0.0,1293,26380,0.04901440485216073,0.0
hsa-miR-1911-5p,1.0,1.0,1.0,0,1,0.0,334,26380,0.012661106899166035,0.0
hsa-miR-1912-3p,1.0,1.0,1.0,0,1,0.0,385,26380,0.014594389689158454,0.0
hsa-miR-1912-5p,1.0,1.0,1.0,0,1,0.0,185,26380,0.007012888551933283,0.0
hsa-miR-1914-3p,1.0,1.0,1.0,0,1,0.0,63,26380,0.0023881728582259287,0.0
hsa-miR-1914-5p,1.0,1.0,1.0,0,1,0.0,28,26380,0.0010614101592115238,0.0
hsa-miR-1915-5p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-192-3p,1.0,1.0,1.0,0,1,0.0,440,26380,0.016679302501895376,0.0
hsa-miR-192-5p,1.0,1.0,1.0,0,1,0.0,2084,26380,0.07899924184988628,0.0
hsa-miR-193a-3p,1.0,1.0,1.0,0,1,0.0,3554,26380,0.13472327520849128,0.0
hsa-miR-193a-5p,1.0,1.0,1.0,0,1,0.0,779,26380,0.02952994692949204,0.0
hsa-miR-193b-3p,1.0,1.0,1.0,0,1,0.0,4376,26380,0.16588324488248674,0.0
hsa-miR-193b-5p,1.0,1.0,1.0,0,1,0.0,1241,26380,0.04704321455648219,0.0
hsa-miR-194-3p,1.0,1.0,1.0,0,1,0.0,315,26380,0.011940864291129644,0.0
hsa-miR-194-5p,1.0,1.0,1.0,0,1,0.0,5269,26380,0.19973464746019712,0.0
hsa-miR-195-3p,1.0,1.0,1.0,0,1,0.0,787,26380,0.029833206974981045,0.0
hsa-miR-195-5p,1.0,1.0,1.0,0,1,0.0,6522,26380,0.2472327520849128,0.0
hsa-miR-196a-1-3p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-196a-3p,1.0,1.0,1.0,0,1,0.0,201,26380,0.0076194086429112965,0.0
hsa-miR-196a-5p,1.0,1.0,1.0,0,1,0.0,9613,26380,0.3644048521607278,0.0
hsa-miR-196b-3p,1.0,1.0,1.0,0,1,0.0,16,26380,0.0006065200909780137,0.0
hsa-miR-196b-5p,1.0,1.0,1.0,0,1,0.0,4873,26380,0.18472327520849127,0.0
hsa-miR-197-3p,1.0,1.0,1.0,0,1,0.0,2077,26380,0.07873388931008339,0.0
hsa-miR-197-5p,1.0,1.0,1.0,0,1,0.0,1072,26380,0.04063684609552692,0.0
hsa-miR-1972,1.0,1.0,1.0,0,1,0.0,29,26380,0.0010993176648976498,0.0
hsa-miR-1973,1.0,1.0,1.0,0,1,0.0,74,26380,0.002805155420773313,0.0
hsa-miR-199a-3p,1.0,1.0,1.0,0,1,0.0,1824,26380,0.06914329037149355,0.0
hsa-miR-199a-5p,1.0,1.0,1.0,0,1,0.0,794,26380,0.030098559514783928,0.0
hsa-miR-199b-3p,1.0,1.0,1.0,0,1,0.0,1160,26380,0.04397270659590599,0.0
hsa-miR-199b-5p,1.0,1.0,1.0,0,1,0.0,377,26380,0.014291129643669447,0.0
hsa-miR-19a-3p,1.0,1.0,1.0,0,1,0.0,9318,26380,0.3532221379833207,0.0
hsa-miR-19a-5p,1.0,1.0,1.0,0,1,0.0,532,26380,0.020166793025018954,0.0
hsa-miR-19b-1-5p,1.0,1.0,1.0,0,1,0.0,1534,26380,0.058150113722517056,0.0
hsa-miR-19b-3p,1.0,1.0,1.0,0,1,0.0,9315,26380,0.3531084154662623,0.0
hsa-miR-200a-3p,1.0,1.0,1.0,0,1,0.0,1766,26380,0.06694465504169826,0.0
hsa-miR-200a-5p,1.0,1.0,1.0,0,1,0.0,2240,26380,0.08491281273692192,0.0
hsa-miR-200b-3p,1.0,1.0,1.0,0,1,0.0,2917,26380,0.11057619408642912,0.0
hsa-miR-200b-5p,1.0,1.0,1.0,0,1,0.0,347,26380,0.01315390447308567,0.0
hsa-miR-200c-3p,1.0,1.0,1.0,0,1,0.0,2884,26380,0.10932524639878696,0.0
hsa-miR-200c-5p,1.0,1.0,1.0,0,1,0.0,176,26380,0.00667172100075815,0.0
hsa-miR-202-3p,1.0,1.0,1.0,0,1,0.0,223,26380,0.008453373768006065,0.0
hsa-miR-202-5p,1.0,1.0,1.0,0,1,0.0,131,26380,0.004965883244882487,0.0
hsa-miR-203a-3p,1.0,1.0,1.0,0,1,0.0,3775,26380,0.1431008339651251,0.0
hsa-miR-203a-5p,1.0,1.0,1.0,0,1,0.0,15,26380,0.0005686125852918878,0.0
hsa-miR-203b-3p,1.0,1.0,1.0,0,1,0.0,97,26380,0.0036770280515542077,0.0
hsa-miR-203b-5p,1.0,1.0,1.0,0,1,0.0,1909,26380,0.07236542835481426,0.0
hsa-miR-204-3p,1.0,1.0,1.0,0,1,0.0,48,26380,0.0018195602729340408,0.0
hsa-miR-204-5p,1.0,1.0,1.0,0,1,0.0,1266,26380,0.04799090219863533,0.0
hsa-miR-205-5p,1.0,1.0,1.0,0,1,0.0,3029,26380,0.11482183472327522,0.0
hsa-miR-206,1.0,1.0,1.0,0,1,0.0,1187,26380,0.04499620924943139,0.0
hsa-miR-208a-3p,1.0,1.0,1.0,0,1,0.0,50,26380,0.0018953752843062926,0.0
hsa-miR-208a-5p,1.0,1.0,1.0,0,1,0.0,10,26380,0.0003790750568612585,0.0
hsa-miR-208b-3p,1.0,1.0,1.0,0,1,0.0,24,26380,0.0009097801364670204,0.0
hsa-miR-20a-3p,1.0,1.0,1.0,0,1,0.0,1225,26380,0.04643669446550417,0.0
hsa-miR-20a-5p,1.0,1.0,1.0,0,1,0.0,8849,26380,0.33544351781652765,0.0
hsa-miR-20b-3p,1.0,1.0,1.0,0,1,0.0,635,26380,0.024071266110689916,0.0
hsa-miR-20b-5p,1.0,1.0,1.0,0,1,0.0,10403,26380,0.39435178165276724,0.0
hsa-miR-21-3p,1.0,1.0,1.0,0,1,0.0,1854,26380,0.07028051554207733,0.0
hsa-miR-21-5p,1.0,1.0,1.0,0,1,0.0,8118,26380,0.3077331311599697,0.0
hsa-miR-210-3p,1.0,1.0,1.0,0,1,0.0,7713,26380,0.2923805913570887,0.0
hsa-miR-210-5p,1.0,1.0,1.0,0,1,0.0,25,26380,0.0009476876421531463,0.0
hsa-miR-211-5p,1.0,1.0,1.0,0,1,0.0,92,26380,0.0034874905231235785,0.0
hsa-miR-2110,1.0,1.0,1.0,0,1,0.0,2182,26380,0.08271417740712661,0.0
hsa-miR-2113,1.0,1.0,1.0,0,1,0.0,54,26380,0.002047005307050796,0.0
hsa-miR-2114-3p,1.0,1.0,1.0,0,1,0.0,8,26380,0.00030326004548900684,0.0
hsa-miR-2114-5p,1.0,1.0,1.0,0,1,0.0,72,26380,0.0027293404094010615,0.0
hsa-miR-2115-5p,1.0,1.0,1.0,0,1,0.0,975,26380,0.036959818043972706,0.0
hsa-miR-2116-3p,1.0,1.0,1.0,0,1,0.0,92,26380,0.0034874905231235785,0.0
hsa-miR-212-3p,1.0,1.0,1.0,0,1,0.0,1526,26380,0.05784685367702805,0.0
hsa-miR-212-5p,1.0,1.0,1.0,0,1,0.0,274,26380,0.010386656557998484,0.0
hsa-miR-214-3p,1.0,1.0,1.0,0,1,0.0,2804,26380,0.1062926459438969,0.0
hsa-miR-214-5p,1.0,1.0,1.0,0,1,0.0,194,26380,0.007354056103108415,0.0
hsa-miR-215-5p,1.0,1.0,1.0,0,1,0.0,302,26380,0.011448066717210008,0.0
hsa-miR-216a-3p,1.0,1.0,1.0,0,1,0.0,104,26380,0.003942380591357089,0.0
hsa-miR-216a-5p,1.0,1.0,1.0,0,1,0.0,133,26380,0.005041698256254739,0.0
hsa-miR-216b-3p,1.0,1.0,1.0,0,1,0.0,34,26380,0.001288855193328279,0.0
hsa-miR-216b-5p,1.0,1.0,1.0,0,1,0.0,111,26380,0.00420773313115997,0.0
hsa-miR-217-3p,1.0,1.0,1.0,0,1,0.0,241,26380,0.00913570887035633,0.0
hsa-miR-217-5p,1.0,1.0,1.0,0,1,0.0,220,26380,0.008339651250947688,0.0
hsa-miR-218-1-3p,1.0,1.0,1.0,0,1,0.0,545,26380,0.020659590598938588,0.0
hsa-miR-218-2-3p,1.0,1.0,1.0,0,1,0.0,222,26380,0.00841546626231994,0.0
hsa-miR-218-5p,1.0,1.0,1.0,0,1,0.0,3979,26380,0.15083396512509478,0.0
hsa-miR-219a-1-3p,1.0,1.0,1.0,0,1,0.0,1278,26380,0.04844579226686884,0.0
hsa-miR-219a-2-3p,1.0,1.0,1.0,0,1,0.0,447,26380,0.016944655041698255,0.0
hsa-miR-219a-5p,1.0,1.0,1.0,0,1,0.0,487,26380,0.018460955269143292,0.0
hsa-miR-22-3p,1.0,1.0,1.0,0,1,0.0,4058,26380,0.1538286580742987,0.0
hsa-miR-22-5p,1.0,1.0,1.0,0,1,0.0,1677,26380,0.06357088703563306,0.0
hsa-miR-221-3p,1.0,1.0,1.0,0,1,0.0,6779,26380,0.25697498104624716,0.0
hsa-miR-221-5p,1.0,1.0,1.0,0,1,0.0,2985,26380,0.11315390447308567,0.0
hsa-miR-222-3p,1.0,1.0,1.0,0,1,0.0,4004,26380,0.15178165276724792,0.0
hsa-miR-222-5p,1.0,1.0,1.0,0,1,0.0,859,26380,0.03256254738438211,0.0
hsa-miR-223-3p,1.0,1.0,1.0,0,1,0.0,1033,26380,0.039158453373768005,0.0
hsa-miR-223-5p,1.0,1.0,1.0,0,1,0.0,145,26380,0.005496588324488249,0.0
hsa-miR-224-3p,1.0,1.0,1.0,0,1,0.0,179,26380,0.006785443517816528,0.0
hsa-miR-224-5p,1.0,1.0,1.0,0,1,0.0,1004,26380,0.03805913570887036,0.0
hsa-miR-2276-3p,1.0,1.0,1.0,0,1,0.0,110,26380,0.004169825625473844,0.0
hsa-miR-2276-5p,1.0,1.0,1.0,0,1,0.0,91,26380,0.0034495830174374525,0.0
hsa-miR-2277-3p,1.0,1.0,1.0,0,1,0.0,290,26380,0.010993176648976498,0.0
hsa-miR-2278,1.0,1.0,1.0,0,1,0.0,1004,26380,0.03805913570887036,0.0
hsa-miR-2355-3p,1.0,1.0,1.0,0,1,0.0,349,26380,0.013229719484457923,0.0
hsa-miR-2355-5p,1.0,1.0,1.0,0,1,0.0,89,26380,0.003373768006065201,0.0
hsa-miR-2392,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-23a-3p,1.0,1.0,1.0,0,1,0.0,7655,26380,0.2901819560272934,0.0
hsa-miR-23a-5p,1.0,1.0,1.0,0,1,0.0,352,26380,0.0133434420015163,0.0
hsa-miR-23b-3p,1.0,1.0,1.0,0,1,0.0,6350,26380,0.24071266110689918,0.0
hsa-miR-23b-5p,1.0,1.0,1.0,0,1,0.0,592,26380,0.022441243366186504,0.0
hsa-miR-23c,1.0,1.0,1.0,0,1,0.0,944,26380,0.0357846853677028,0.0
hsa-miR-24-1-5p,1.0,1.0,1.0,0,1,0.0,369,26380,0.01398786959818044,0.0
hsa-miR-24-2-5p,1.0,1.0,1.0,0,1,0.0,659,26380,0.024981046247156937,0.0
hsa-miR-24-3p,1.0,1.0,1.0,0,1,0.0,6036,26380,0.22880970432145564,0.0
hsa-miR-2467-5p,1.0,1.0,1.0,0,1,0.0,332,26380,0.012585291887793783,0.0
hsa-miR-25-3p,1.0,1.0,1.0,0,1,0.0,7563,26380,0.2866944655041698,0.0
hsa-miR-25-5p,1.0,1.0,1.0,0,1,0.0,1912,26380,0.07247915087187264,0.0
hsa-miR-2681-5p,1.0,1.0,1.0,0,1,0.0,328,26380,0.012433661865049279,0.0
hsa-miR-2682-3p,1.0,1.0,1.0,0,1,0.0,106,26380,0.004018195602729341,0.0
hsa-miR-2682-5p,1.0,1.0,1.0,0,1,0.0,1203,26380,0.045602729340409404,0.0
hsa-miR-26a-1-3p,1.0,1.0,1.0,0,1,0.0,74,26380,0.002805155420773313,0.0
hsa-miR-26a-2-3p,1.0,1.0,1.0,0,1,0.0,649,26380,0.02460197119029568,0.0
hsa-miR-26a-5p,1.0,1.0,1.0,0,1,0.0,9513,26380,0.36061410159211527,0.0
hsa-miR-26b-3p,1.0,1.0,1.0,0,1,0.0,1267,26380,0.048028809704321454,0.0
hsa-miR-26b-5p,1.0,1.0,1.0,0,1,0.0,9326,26380,0.3535253980288097,0.0
hsa-miR-27a-3p,1.0,1.0,1.0,0,1,0.0,9557,26380,0.3622820318423048,0.0
hsa-miR-27a-5p,1.0,1.0,1.0,0,1,0.0,3032,26380,0.11493555724033358,0.0
hsa-miR-27b-3p,1.0,1.0,1.0,0,1,0.0,6797,26380,0.25765731614859744,0.0
hsa-miR-27b-5p,1.0,1.0,1.0,0,1,0.0,1272,26380,0.04821834723275208,0.0
hsa-miR-28-3p,1.0,1.0,1.0,0,1,0.0,1482,26380,0.056178923426838515,0.0
hsa-miR-28-5p,1.0,1.0,1.0,0,1,0.0,4597,26380,0.17426080363912055,0.0
hsa-miR-296-3p,1.0,1.0,1.0,0,1,0.0,1345,26380,0.05098559514783927,0.0
hsa-miR-296-5p,1.0,1.0,1.0,0,1,0.0,82,26380,0.0031084154662623198,0.0
hsa-miR-297,1.0,1.0,1.0,0,1,0.0,401,26380,0.015200909780136468,0.0
hsa-miR-298,1.0,1.0,1.0,0,1,0.0,43,26380,0.0016300227445034117,0.0
hsa-miR-299-3p,1.0,1.0,1.0,0,1,0.0,315,26380,0.011940864291129644,0.0
hsa-miR-299-5p,1.0,1.0,1.0,0,1,0.0,346,26380,0.013115996967399545,0.0
hsa-miR-29a-3p,1.0,1.0,1.0,0,1,0.0,6785,26380,0.2572024260803639,0.0
hsa-miR-29a-5p,1.0,1.0,1.0,0,1,0.0,1010,26380,0.03828658074298711,0.0
hsa-miR-29b-1-5p,1.0,1.0,1.0,0,1,0.0,597,26380,0.022630780894617133,0.0
hsa-miR-29b-2-5p,1.0,1.0,1.0,0,1,0.0,2068,26380,0.07839272175890827,0.0
hsa-miR-29b-3p,1.0,1.0,1.0,0,1,0.0,7436,26380,0.28188021228203186,0.0
hsa-miR-29c-3p,1.0,1.0,1.0,0,1,0.0,6873,26380,0.26053828658074296,0.0
hsa-miR-29c-5p,1.0,1.0,1.0,0,1,0.0,527,26380,0.019977255496588325,0.0
hsa-miR-300,1.0,1.0,1.0,0,1,0.0,27,26380,0.001023502653525398,0.0
hsa-miR-301a-3p,1.0,1.0,1.0,0,1,0.0,4871,26380,0.18464746019711903,0.0
hsa-miR-301a-5p,1.0,1.0,1.0,0,1,0.0,302,26380,0.011448066717210008,0.0
hsa-miR-301b-3p,1.0,1.0,1.0,0,1,0.0,4376,26380,0.16588324488248674,0.0
hsa-miR-302a-3p,1.0,1.0,1.0,0,1,0.0,2351,26380,0.08912054586808188,0.0
hsa-miR-302a-5p,1.0,1.0,1.0,0,1,0.0,42,26380,0.001592115238817286,0.0
hsa-miR-302b-3p,1.0,1.0,1.0,0,1,0.0,2063,26380,0.07820318423047763,0.0
hsa-miR-302b-5p,1.0,1.0,1.0,0,1,0.0,22,26380,0.0008339651250947687,0.0
hsa-miR-302c-3p,1.0,1.0,1.0,0,1,0.0,2039,26380,0.07729340409401061,0.0
hsa-miR-302d-3p,1.0,1.0,1.0,0,1,0.0,1284,26380,0.04867323730098559,0.0
hsa-miR-302d-5p,1.0,1.0,1.0,0,1,0.0,24,26380,0.0009097801364670204,0.0
hsa-miR-302e,1.0,1.0,1.0,0,1,0.0,1336,26380,0.05064442759666414,0.0
hsa-miR-302f,1.0,1.0,1.0,0,1,0.0,141,26380,0.005344958301743745,0.0
hsa-miR-3059-3p,1.0,1.0,1.0,0,1,0.0,23,26380,0.0008718726307808946,0.0
hsa-miR-3059-5p,1.0,1.0,1.0,0,1,0.0,189,26380,0.007164518574677786,0.0
hsa-miR-3064-3p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-3064-5p,1.0,1.0,1.0,0,1,0.0,46,26380,0.0017437452615617893,0.0
hsa-miR-3065-3p,1.0,1.0,1.0,0,1,0.0,368,26380,0.013949962092494314,0.0
hsa-miR-3065-5p,1.0,1.0,1.0,0,1,0.0,1314,26380,0.049810462471569374,0.0
hsa-miR-3074-3p,1.0,1.0,1.0,0,1,0.0,14,26380,0.0005307050796057619,0.0
hsa-miR-3074-5p,1.0,1.0,1.0,0,1,0.0,494,26380,0.01872630780894617,0.0
hsa-miR-3085-3p,1.0,1.0,1.0,0,1,0.0,61,26380,0.002312357846853677,0.0
hsa-miR-30a-3p,1.0,1.0,1.0,0,1,0.0,2966,26380,0.11243366186504929,0.0
hsa-miR-30a-5p,1.0,1.0,1.0,0,1,0.0,6937,26380,0.262964366944655,0.0
hsa-miR-30b-3p,1.0,1.0,1.0,0,1,0.0,3966,26380,0.15034116755117513,0.0
hsa-miR-30b-5p,1.0,1.0,1.0,0,1,0.0,2615,26380,0.09912812736921911,0.0
hsa-miR-30c-1-3p,1.0,1.0,1.0,0,1,0.0,4015,26380,0.1521986353297953,0.0
hsa-miR-30c-2-3p,1.0,1.0,1.0,0,1,0.0,3232,26380,0.12251705837755876,0.0
hsa-miR-30c-5p,1.0,1.0,1.0,0,1,0.0,2827,26380,0.10716451857467779,0.0
hsa-miR-30d-3p,1.0,1.0,1.0,0,1,0.0,2858,26380,0.10833965125094769,0.0
hsa-miR-30d-5p,1.0,1.0,1.0,0,1,0.0,5839,26380,0.22134192570128886,0.0
hsa-miR-30e-3p,1.0,1.0,1.0,0,1,0.0,4443,26380,0.16842304776345715,0.0
hsa-miR-30e-5p,1.0,1.0,1.0,0,1,0.0,4153,26380,0.15742987111448067,0.0
hsa-miR-31-3p,1.0,1.0,1.0,0,1,0.0,608,26380,0.023047763457164517,0.0
hsa-miR-31-5p,1.0,1.0,1.0,0,1,0.0,5090,26380,0.1929492039423806,0.0
hsa-miR-3115,1.0,1.0,1.0,0,1,0.0,23,26380,0.0008718726307808946,0.0
hsa-miR-3117-3p,1.0,1.0,1.0,0,1,0.0,252,26380,0.009552691432903715,0.0
hsa-miR-3117-5p,1.0,1.0,1.0,0,1,0.0,200,26380,0.0075815011372251705,0.0
hsa-miR-3120-3p,1.0,1.0,1.0,0,1,0.0,69,26380,0.002615617892342684,0.0
hsa-miR-3124-3p,1.0,1.0,1.0,0,1,0.0,46,26380,0.0017437452615617893,0.0
hsa-miR-3124-5p,1.0,1.0,1.0,0,1,0.0,10,26380,0.0003790750568612585,0.0
hsa-miR-3127-3p,1.0,1.0,1.0,0,1,0.0,35,26380,0.001326762699014405,0.0
hsa-miR-3127-5p,1.0,1.0,1.0,0,1,0.0,212,26380,0.008036391205458682,0.0
hsa-miR-3140-3p,1.0,1.0,1.0,0,1,0.0,177,26380,0.006709628506444276,0.0
hsa-miR-3140-5p,1.0,1.0,1.0,0,1,0.0,2,26380,7.581501137225171e-05,0.0
hsa-miR-3142,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-3144-3p,1.0,1.0,1.0,0,1,0.0,208,26380,0.007884761182714178,0.0
hsa-miR-3145-3p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-3149,1.0,1.0,1.0,0,1,0.0,1015,26380,0.03847611827141774,0.0
hsa-miR-3151-5p,1.0,1.0,1.0,0,1,0.0,1,26380,3.7907505686125855e-05,0.0
hsa-miR-3152-5p,1.0,1.0,1.0,0,1,0.0,21,26380,0.000796057619408643,0.0
hsa-miR-3157-3p,1.0,1.0,1.0,0,1,0.0,75,26380,0.002843062926459439,0.0
hsa-miR-3157-5p,1.0,1.0,1.0,0,1,0.0,239,26380,0.00905989385898408,0.0
hsa-miR-3158-3p,1.0,1.0,1.0,0,1,0.0,1221,26380,0.04628506444275966,0.0
hsa-miR-3158-5p,1.0,1.0,1.0,0,1,0.0,7,26380,0.00026535253980288095,0.0
hsa-miR-3159,1.0,1.0,1.0,0,1,0.0,2,26380,7.581501137225171e-05,0.0
hsa-miR-3164,1.0,1.0,1.0,0,1,0.0,4,26380,0.00015163002274450342,0.0
hsa-miR-3168,1.0,1.0,1.0,0,1,0.0,171,26380,0.006482183472327521,0.0
hsa-miR-3173-5p,1.0,1.0,1.0,0,1,0.0,30,26380,0.0011372251705837756,0.0
hsa-miR-3174,1.0,1.0,1.0,0,1,0.0,401,26380,0.015200909780136468,0.0
hsa-miR-3176,1.0,1.0,1.0,0,1,0.0,84,26380,0.003184230477634572,0.0
hsa-miR-3177-3p,1.0,1.0,1.0,0,1,0.0,124,26380,0.0047005307050796055,0.0
hsa-miR-3177-5p,1.0,1.0,1.0,0,1,0.0,43,26380,0.0016300227445034117,0.0
hsa-miR-3180-3p,1.0,1.0,1.0,0,1,0.0,4,26380,0.00015163002274450342,0.0
hsa-miR-3180-5p,1.0,1.0,1.0,0,1,0.0,17,26380,0.0006444275966641395,0.0
hsa-miR-3181,1.0,1.0,1.0,0,1,0.0,3,26380,0.00011372251705837755,0.0
hsa-miR-3182,1.0,1.0,1.0,0,1,0.0,34,26380,0.001288855193328279,0.0
hsa-miR-3184-3p,1.0,1.0,1.0,0,1,0.0,1286,26380,0.04874905231235785,0.0
hsa-miR-3184-5p,1.0,1.0,1.0,0,1,0.0,2258,26380,0.08559514783927218,0.0
hsa-miR-3187-3p,1.0,1.0,1.0,0,1,0.0,359,26380,0.013608794541319181,0.0
hsa-miR-3188,1.0,1.0,1.0,0,1,0.0,177,26380,0.006709628506444276,0.0
hsa-miR-3194-3p,1.0,1.0,1.0,0,1,0.0,85,26380,0.0032221379833206974,0.0
hsa-miR-3194-5p,1.0,1.0,1.0,0,1,0.0,47,26380,0.001781652767247915,0.0
hsa-miR-3197,1.0,1.0,1.0,0,1,0.0,23,26380,0.0008718726307808946,0.0
hsa-miR-3198,1.0,1.0,1.0,0,1,0.0,6,26380,0.0002274450341167551,0.0
hsa-miR-32-3p,1.0,1.0,1.0,0,1,0.0,111,26380,0.00420773313115997,0.0
hsa-miR-32-5p,1.0,1.0,1.0,0,1,0.0,4657,26380,0.1765352539802881,0.0
hsa-miR-3200-3p,1.0,1.0,1.0,0,1,0.0,1428,26380,0.054131918119787716,0.0
hsa-miR-3200-5p,1.0,1.0,1.0,0,1,0.0,358,26380,0.013570887035633056,0.0
hsa-miR-320a-3p,1.0,1.0,1.0,0,1,0.0,6432,26380,0.2438210765731615,0.0
hsa-miR-320a-5p,1.0,1.0,1.0,0,1,0.0,5,26380,0.00018953752843062926,0.0
hsa-miR-320b,1.0,1.0,1.0,0,1,0.0,5420,26380,0.20545868081880211,0.0
hsa-miR-320c,1.0,1.0,1.0,0,1,0.0,3933,26380,0.149090219863533,0.0
hsa-miR-320d,1.0,1.0,1.0,0,1,0.0,1454,26380,0.05511751326762699,0.0
hsa-miR-320e,1.0,1.0,1.0,0,1,0.0,351,26380,0.013305534495830175,0.0
hsa-miR-323a-3p,1.0,1.0,1.0,0,1,0.0,226,26380,0.008567096285064442,0.0
hsa-miR-323a-5p,1.0,1.0,1.0,0,1,0.0,213,26380,0.008074298711144807,0.0
hsa-miR-323b-3p,1.0,1.0,1.0,0,1,0.0,107,26380,0.004056103108415466,0.0
